0	3
0	14
0	28
0	43
0	67
0	99
0	104
0	120
0	147
0	150
0	152
0	156
0	168
0	175
0	228
0	241
0	248
1	19
1	71
1	82
1	89
1	102
1	124
1	125
1	136
1	145
1	203
1	247
2	22
2	48
2	49
2	57
2	59
2	77
2	81
2	103
2	113
2	214
2	221
2	238
2	250
2	252
3	0
3	18
3	22
3	36
3	59
3	72
3	108
3	117
3	127
3	147
3	159
3	173
3	191
3	194
3	202
3	231
3	253
4	7
4	9
4	11
4	23
4	30
4	54
4	69
4	93
4	120
4	129
4	158
4	214
4	215
4	217
4	242
4	243
5	14
5	21
5	60
5	104
5	111
5	114
5	115
5	134
5	146
5	148
5	151
5	169
5	175
5	195
5	197
5	211
5	224
5	240
5	252
6	14
6	57
6	59
6	60
6	71
6	80
6	134
6	140
6	147
6	158
6	167
6	176
6	177
6	181
6	189
6	208
6	228
6	233
6	238
7	4
7	8
7	16
7	28
7	39
7	51
7	55
7	56
7	62
7	63
7	66
7	106
7	122
7	134
7	151
7	170
7	172
7	175
7	189
7	191
7	193
7	203
7	204
7	217
8	7
8	10
8	19
8	27
8	132
8	140
8	161
8	167
8	170
8	184
8	192
8	202
8	221
8	222
8	235
9	4
9	14
9	95
9	126
9	155
9	156
9	189
9	197
9	212
9	216
9	222
9	239
10	8
10	26
10	58
10	71
10	73
10	74
10	131
10	141
10	144
10	150
10	169
10	172
10	183
10	188
10	233
10	239
10	242
10	250
11	4
11	25
11	52
11	70
11	87
11	97
11	110
11	119
11	122
11	140
11	145
11	146
11	172
11	180
11	203
11	205
11	209
11	224
12	15
12	45
12	97
12	115
12	118
12	136
12	144
12	161
12	163
12	196
12	232
13	20
13	33
13	43
13	62
13	75
13	88
13	91
13	105
13	124
13	147
13	159
13	168
13	169
13	188
13	202
13	211
13	239
13	255
14	0
14	5
14	6
14	9
14	31
14	44
14	60
14	67
14	109
14	115
14	129
14	142
14	146
14	155
14	166
14	178
14	199
14	212
14	218
14	239
14	244
15	12
15	29
15	32
15	63
15	131
15	135
15	162
15	173
15	219
15	236
15	247
16	7
16	17
16	47
16	71
16	100
16	177
16	192
16	195
16	225
16	227
16	244
16	246
17	16
17	21
17	27
17	32
17	54
17	64
17	73
17	79
17	84
17	90
17	118
17	147
17	198
17	229
17	252
18	3
18	27
18	75
18	88
18	92
18	109
18	122
18	135
18	139
18	157
18	159
18	197
18	206
18	212
18	237
18	247
18	254
19	1
19	8
19	24
19	34
19	56
19	81
19	90
19	109
19	111
19	127
19	130
19	149
19	167
19	177
19	181
19	206
19	208
19	226
20	13
20	81
20	85
20	86
20	98
20	120
20	121
20	134
20	138
20	232
20	243
20	252
20	253
21	5
21	17
21	29
21	44
21	54
21	86
21	87
21	90
21	104
21	110
21	155
21	196
21	215
21	230
22	2
22	3
22	28
22	35
22	61
22	62
22	75
22	100
22	107
22	114
22	142
22	162
22	168
22	185
22	206
22	246
22	254
23	4
23	28
23	31
23	46
23	49
23	54
23	55
23	56
23	86
23	88
23	126
23	191
23	192
23	196
23	208
23	224
23	237
23	253
24	19
24	31
24	35
24	43
24	64
24	65
24	84
24	98
24	148
24	150
24	157
24	196
24	211
24	228
24	230
24	236
24	242
24	252
25	11
25	36
25	38
25	57
25	81
25	98
25	99
25	108
25	190
25	210
25	218
25	231
25	232
26	10
26	89
26	112
26	159
26	165
26	167
26	198
27	8
27	17
27	18
27	34
27	42
27	58
27	68
27	114
27	116
27	120
27	130
27	131
27	143
27	160
27	198
27	205
27	245
28	0
28	7
28	22
28	23
28	49
28	52
28	56
28	64
28	126
28	183
28	188
28	195
28	201
28	203
28	219
28	220
28	229
28	230
28	241
28	249
29	15
29	21
29	33
29	34
29	52
29	102
29	109
29	125
29	143
29	149
29	156
29	175
29	187
29	191
29	205
29	211
29	229
29	254
30	4
30	40
30	48
30	68
30	73
30	85
30	93
30	107
30	111
30	150
30	164
30	176
30	183
30	184
30	208
30	252
31	14
31	23
31	24
31	57
31	62
31	68
31	91
31	99
31	108
31	119
31	120
31	125
31	150
31	151
31	153
31	170
31	182
31	183
31	191
31	198
31	221
31	232
31	234
32	15
32	17
32	66
32	94
32	102
32	116
32	121
32	131
32	138
32	146
32	163
32	166
32	170
32	190
32	191
32	200
32	201
32	212
32	251
33	13
33	29
33	42
33	67
33	111
33	119
33	151
33	152
33	170
33	182
33	209
33	220
33	231
33	248
33	254
34	19
34	27
34	29
34	49
34	51
34	86
34	102
34	117
34	124
34	126
34	131
34	145
34	151
34	167
34	184
34	185
34	189
34	199
34	225
34	233
34	235
35	22
35	24
35	47
35	61
35	67
35	73
35	75
35	82
35	131
35	138
35	151
35	158
35	167
35	180
35	203
35	211
35	226
35	240
36	3
36	25
36	53
36	66
36	114
36	122
36	136
36	138
36	155
36	158
36	159
36	188
36	216
36	228
36	234
36	246
36	252
37	51
37	59
37	81
37	86
37	89
37	104
37	108
37	109
37	110
37	133
37	143
37	182
37	191
37	211
37	236
37	244
37	250
38	25
38	39
38	47
38	54
38	56
38	59
38	71
38	88
38	89
38	118
38	157
38	195
38	210
38	213
38	221
38	236
38	240
39	7
39	38
39	50
39	52
39	53
39	80
39	108
39	111
39	114
39	182
39	192
39	226
39	227
39	245
40	30
40	51
40	72
40	79
40	81
40	88
40	119
40	136
40	160
40	174
40	205
40	210
40	220
40	234
40	252
41	78
41	100
41	121
41	130
41	140
41	161
41	179
41	196
41	242
42	27
42	33
42	66
42	86
42	112
42	121
42	132
42	205
42	229
42	240
42	243
42	245
43	0
43	13
43	24
43	59
43	115
43	126
43	141
43	172
43	233
43	240
43	247
44	14
44	21
44	59
44	70
44	80
44	114
44	142
44	173
44	178
44	189
44	202
44	205
44	212
44	236
45	12
45	53
45	61
45	84
45	93
45	114
45	132
45	178
45	180
45	194
45	205
45	227
45	249
45	255
46	23
46	56
46	79
46	84
46	91
46	105
46	137
46	152
46	166
46	173
46	233
46	234
46	242
47	16
47	35
47	38
47	71
47	80
47	121
47	124
47	127
47	132
47	144
47	199
47	218
47	237
47	241
47	243
47	246
48	2
48	30
48	55
48	59
48	66
48	117
48	124
48	137
48	153
48	161
48	167
48	169
48	170
48	197
48	203
48	218
49	2
49	23
49	28
49	34
49	72
49	93
49	106
49	112
49	117
49	127
49	137
49	147
49	180
49	185
49	201
50	39
50	65
50	66
50	69
50	114
50	115
50	131
50	162
50	186
50	191
50	229
50	239
50	242
50	246
50	248
50	251
51	7
51	34
51	37
51	40
51	61
51	78
51	91
51	110
51	120
51	123
51	142
51	155
51	161
51	171
51	173
51	189
51	203
51	220
51	248
52	11
52	28
52	29
52	39
52	63
52	68
52	80
52	95
52	104
52	134
52	135
52	166
52	203
52	205
52	212
52	248
53	36
53	39
53	45
53	54
53	58
53	69
53	87
53	108
53	109
53	117
53	122
53	142
53	167
53	176
53	182
53	191
53	218
53	249
53	251
54	4
54	17
54	21
54	23
54	38
54	53
54	64
54	84
54	106
54	136
54	154
54	171
54	215
54	225
55	7
55	23
55	48
55	67
55	96
55	99
55	111
55	121
55	132
55	144
55	149
55	177
55	205
55	212
55	237
56	7
56	19
56	23
56	28
56	38
56	46
56	61
56	62
56	110
56	112
56	128
56	133
56	149
56	154
56	164
56	165
56	172
56	219
56	220
56	221
56	222
56	224
56	228
56	230
56	245
56	249
57	2
57	6
57	25
57	31
57	58
57	66
57	70
57	79
57	91
57	97
57	98
57	101
57	102
57	113
57	153
57	193
57	202
57	210
57	214
57	231
57	239
57	250
58	10
58	27
58	53
58	57
58	62
58	89
58	93
58	94
58	97
58	116
58	120
58	124
58	169
58	180
58	193
58	200
58	219
58	221
58	229
58	230
58	242
59	2
59	3
59	6
59	37
59	38
59	43
59	44
59	48
59	141
59	145
59	159
59	169
59	170
59	181
59	212
60	5
60	6
60	14
60	90
60	138
60	154
60	184
60	201
60	208
60	209
60	215
60	242
60	251
61	22
61	35
61	45
61	51
61	56
61	69
61	76
61	85
61	91
61	100
61	102
61	110
61	134
61	142
61	149
61	164
61	179
61	215
61	217
61	238
61	241
61	252
62	7
62	13
62	22
62	31
62	56
62	58
62	97
62	103
62	107
62	141
62	145
62	151
62	158
62	175
62	188
62	204
62	220
62	234
62	248
63	7
63	15
63	52
63	65
63	68
63	77
63	81
63	96
63	121
63	145
63	150
63	177
63	187
63	214
63	220
63	233
63	245
64	17
64	24
64	28
64	54
64	95
64	103
64	109
64	150
64	152
64	157
64	181
64	186
64	191
64	202
64	204
64	214
64	215
64	218
64	233
64	245
65	24
65	50
65	63
65	72
65	75
65	82
65	104
65	112
65	122
65	132
65	133
65	150
65	154
65	216
65	221
65	224
65	225
65	252
66	7
66	32
66	36
66	42
66	48
66	50
66	57
66	77
66	92
66	109
66	117
66	130
66	137
66	139
66	157
66	179
66	186
66	211
66	215
66	227
66	230
66	247
66	250
66	253
67	0
67	14
67	33
67	35
67	55
67	68
67	72
67	99
67	117
67	128
67	146
67	164
67	168
67	205
67	210
67	225
67	254
68	27
68	30
68	31
68	52
68	63
68	67
68	81
68	84
68	88
68	95
68	102
68	144
68	172
68	187
68	201
68	203
68	210
68	234
69	4
69	50
69	53
69	61
69	77
69	83
69	92
69	106
69	107
69	121
69	130
69	137
69	145
69	165
69	185
69	195
69	196
69	206
69	220
69	235
70	11
70	44
70	57
70	93
70	100
70	116
70	121
70	150
70	167
70	171
70	185
70	238
70	242
71	1
71	6
71	10
71	16
71	38
71	47
71	77
71	80
71	110
71	163
71	169
71	199
71	219
71	225
71	254
71	255
72	3
72	40
72	49
72	65
72	67
72	88
72	117
72	150
72	184
72	209
73	10
73	17
73	30
73	35
73	80
73	84
73	115
73	122
73	131
73	153
73	172
73	181
73	185
73	205
73	230
73	232
74	10
74	90
74	112
74	119
74	166
74	187
74	204
74	222
74	247
75	13
75	18
75	22
75	35
75	65
75	92
75	114
75	135
75	160
75	169
75	243
75	252
76	61
76	94
76	123
76	124
76	184
76	192
76	200
76	241
77	2
77	63
77	66
77	69
77	71
77	86
77	93
77	107
77	118
77	120
77	124
77	125
77	140
77	154
77	158
77	162
77	173
77	216
77	217
77	224
77	225
78	41
78	51
78	99
78	117
78	143
78	150
78	173
78	220
78	252
79	17
79	40
79	46
79	57
79	80
79	89
79	90
79	93
79	100
79	117
79	121
79	122
79	134
79	136
79	161
79	165
79	167
79	176
79	222
79	229
79	236
79	250
79	255
80	6
80	39
80	44
80	47
80	52
80	71
80	73
80	79
80	110
80	114
80	116
80	140
80	151
80	190
80	194
80	227
80	229
81	2
81	19
81	20
81	25
81	37
81	40
81	63
81	68
81	87
81	90
81	98
81	119
81	146
81	154
81	214
81	235
81	246
81	251
81	254
82	1
82	35
82	65
82	89
82	99
82	101
82	130
82	154
82	197
82	209
82	212
82	252
83	69
83	123
83	127
83	162
83	215
83	218
84	17
84	24
84	45
84	46
84	54
84	68
84	73
84	93
84	94
84	100
84	117
84	118
84	127
84	174
84	199
84	241
85	20
85	30
85	61
85	122
85	143
85	145
85	146
85	166
85	183
85	214
85	218
85	222
85	255
86	20
86	21
86	23
86	34
86	37
86	42
86	77
86	88
86	92
86	94
86	100
86	108
86	111
86	130
86	134
86	136
86	140
86	141
86	186
86	189
86	219
86	228
86	239
86	240
86	242
86	254
87	11
87	21
87	53
87	81
87	112
87	117
87	128
87	160
87	195
87	198
87	247
88	13
88	18
88	23
88	38
88	40
88	68
88	72
88	86
88	102
88	103
88	123
88	131
88	139
88	167
88	175
88	235
88	237
89	1
89	26
89	37
89	38
89	58
89	79
89	82
89	90
89	94
89	119
89	135
89	192
89	198
89	202
89	210
89	216
89	229
89	248
89	255
90	17
